GP,GS,#,Name,Class,Position,Height,Hometown,High School,team,teamID
1,0,24,Emajin McCallop,So.,G,5-6,"Kansas City, KS",Bishop Miege HS,Alabama A&M,560578
1,0,14,Clemisha Prackett,Fr.,F,6-1,"West Memphis, AR",,Alabama A&M,560578
11,1,21,Takaya Walters-Norman,Fr.,F,6-1,"Montgomery, AL",,Alabama A&M,560578
31,2,10,Victoria Dixon,So.,G,5-5,"Grand Prairie, TX",,Alabama A&M,560578
2,1,15,Kalyn Ervin,Jr.,G,5-6,"Indianapolis, IN",,Alabama A&M,560578
31,29,4,Kaylah Turner,Fr.,G,5-6,"Orange Park, FL",,Alabama A&M,560578
20,7,23,Che'Mya Carouthers,Jr.,G,5-8,"Tupelo, MS",,Alabama St.,560580
29,17,2,Ryin Tillis,So.,F,6-1,"Atlanta, GA",St. Francis HS,Alabama St.,560580
13,6,1,Donyeil Bolton,So.,C,6-4,"Chicago, IL",Kenwood Career Academy,Alabama St.,560580
22,5,15,Ashley Gray,So.,G,5-10,"Washington, GA",Washington County HS,Alabama St.,560580
27,24,20,Cordasia Harris,Sr.,F,6-1,"Mobile, AL",Central HS,Alabama St.,560580
29,1,12,Kristian Jackson,So.,G,5-8,"Enterprise, AL",Enterprise HS,Alabama St.,560580
23,0,33,Talayah Hamilton,So.,F,5-11,"Johnston, SC",Strom Thurmond,Alabama St.,560580
8,8,21,Shmya Ward,Sr.,F,6-0,"Memphis, TN",Whitehaven HS,Alabama St.,560580
29,29,4,DaKiyah Sanders,Jr.,G,5-3,"Birmingham, AL",Ramsay HS,Alabama St.,560580
13,1,13,Ariana Simmons,Fr.,G,5-9,"Concord, NC",Cox Mill,Alabama St.,560580
13,0,42,Camariyana Tavares,Fr.,C,6-3,"Murfreesboro, TN",Rockvale,Alabama St.,560580
27,0,3,April Hooks,Fr.,G,5-8,"Trussville, AL",Hewitt-Trussville,Alabama St.,560580
27,12,30,Anaja Hall,Fr.,C,6-5,"Atlanta, GA",St. Francis,Alabama St.,560580
10,0,7,Summer Hicks,Fr.,F,5-11,"Deatsville, AL",Marbury,Alabama St.,560580
27,16,5,Solangelei Akridge,Fr.,G,5-8,"Spring Valley, CA",ater Dei Catholic,Alabama St.,560580
17,1,0,Alyssa Green-White,So.,F,6-1,"Hyattsville, MD",New Hope Academy,Alabama St.,560580
22,4,11,Justina Graham,Jr.,F,5-11,"Long Beach, CA",,Alabama St.,560580
28,14,24,Whitney Dunn,So.,G,5-9,"Chicago, IL",Kenwood Academy,Alabama St.,560580
34,34,0,Loyal McQueen,Sr.,G,5-8,"Florence, SC",Wilson,Alabama,560582
34,4,22,Karly Weathers,So.,G,5-11,"Loretto, TN",,Alabama,560582
33,33,3,Sarah Ashlee Barker,Jr.,G,6-0,"Birmingham, AL",,Alabama,560582
34,0,13,JeAnna Cunningham,Sr.,C,6-4,"Long Island, NY",,Alabama,560582
34,34,32,Aaliyah Nye,Jr.,G,5-11,"East Lansing, MI",,Alabama,560582
16,0,31,Naomi Jones,Fr.,F,6-4,"Jackson, AL",,Alabama,560582
17,0,5,Reychel Douglas,Fr.,G,6-0,"Raleigh, NC",,Alabama,560582
34,34,21,Essence Cody,Fr.,F,6-4,"Valdosta, GA",,Alabama,560582
32,30,23,Jessica Timmons,So.,G,5-8,"Charlotte, NC",North Mecklenburg,Alabama,560582
33,1,42,Meg Newman,So.,F,6-3,"Indianapolis, IN",North Central,Alabama,560582
32,0,51,Del'Janae Williams,Sr.,G,5-8,"Detroit, MI",,Alabama,560582
0,0,5,Amiya Payne,So.,G,6-0,"Trussville, AL",Hewitt-Trussville,UAB,560584
32,31,0,Denim DeShields,So.,G,5-5,"Atlanta, GA",McEachern,UAB,560584
10,0,4,Desiree Ware,So.,G,5-8,"Brooklyn Park, MN",Minnetonka,UAB,560584
20,0,12,Molly Moffitt,So.,F,6-1,"Seattle, WA",Seattle Prep,UAB,560584
29,1,22,Ashton Elley,So.,G,5-10,"Little Rock, AR",Little Rock Christian Academy,UAB,560584
0,0,33,Sara Bershers,Sr.,G,6-0,"Fort Smith, AR",Northside,UAB,560584
28,28,24,Tracey Bershers,Jr.,F,6-2,"Fort Smith, AR",Northside,UAB,560584
31,31,32,Kylee Schneringer,Sr.,G,5-11,"Normal, IL",Normal Community,UAB,560584
32,32,21,Maddie Walsh,Jr.,F,6-2,"Hartland, WI",Arrowhead Union,UAB,560584
19,0,13,Valentina Monzo,Jr.,F,6-3,"Santiago, Chile",Instituto Sagrado Corazón de San Bernardo,UAB,560584
7,0,10,Tenley Dowell,Sr.,G,6-0,"Morton, IL",Morton,UAB,560584
32,6,23,Jade Weathersby,Fr.,F,6-2,"Aurora, CO",Brookwood,UAB,560584
26,0,11,Genevive Wedemeyer,Fr.,G,5-8,"Hamburg, Germany",West Hamburg,UAB,560584
31,31,1,Mia Moore,So.,G,5-6,"Alpharetta, GA",St. Francis High School,UAB,560584
20,0,33,Marie Sepp,So.,G,5-5,"Tallinn, Estonia",Audentese Spordigümnaasium,UAlbany,560586
32,32,3,Lilly Phillips,Jr.,G,5-11,"Greenwich, NY",Cambridge Central,UAlbany,560586
32,0,24,Abby Ray,Jr.,G,5-8,"Saratoga Springs, NY",Saratoga Springs,UAlbany,560586
32,32,20,Kayla Cooper,Sr.,G,6-0,"Frederick, MD",St. John's Catholic Prep,UAlbany,560586
32,32,14,Helene Haegerstrand,Sr.,F,6-1,"Stockholm, Sweden",Morbyskolan,UAlbany,560586
32,32,13,Sarah Karpell,Sr.,G,5-7,"Holmdel, NJ",Saint John Vianney,UAlbany,560586
31,0,21,Gabriela Falcao,So.,C,6-1,"Figueira da Foz Municipality, Portugal",Joaquim De Carualho,UAlbany,560586
29,3,23,Meghan Huerter,Jr.,G,5-11,"Clifton Park, NY",Shenendehowa,UAlbany,560586
4,0,1,Fatima Lee,Sr.,G,5-7,"Queens, NY",Putnam Science Academy,UAlbany,560586
1,0,10,Selina Monestime,Fr.,G,5-11,"Framingham, MA",Framingham,UAlbany,560586
29,29,22,Deja Evans,Fr.,F,6-2,"Conshohocken, PA",Archbishop Wood,UAlbany,560586
3,0,12,Ida Allberg,Fr.,G,5-9,"Stockholm, Sweden",Riksbasketgymnasiet Lulea,UAlbany,560586
23,0,15,Hailee Ford,Fr.,G,5-11,"Perry Hall, MD",Concordia Preparatory School,UAlbany,560586
0,0,32,Jessica Cooper,Fr.,F,6-0,"South Plainfield, NJ",St. Thomas Aquinas,UAlbany,560586
3,0,0,Jazmine Jackson,So.,G,5-8,"Jacksonville, FL",Andrew Jackson,Alcorn,560588
32,3,24,Kiarra Henderson,Sr.,G,5-9,"Fort Worth, TX",Arlington Heights,Alcorn,560588
25,3,14,Arene Iyekekpolor,So.,F,6-0,"Edmonton, Canada",Harry Ainlay,Alcorn,560588
31,26,5,Destiny Brown,Jr.,C,6-3,"Los Angeles, CA",Westchester Enriched Sciences Magnets,Alcorn,560588
32,32,2,Nakia Cheatham,Sr.,F,6-0,"Clarksdale, MS",Coahoma County,Alcorn,560588
27,5,1,Ashanti Backus,Sr.,G,5-4,"Little Rock, AR",North Little Rock,Alcorn,560588
32,32,11,Zy'Nyia White,Jr.,G,5-6,"Hazlehurst, MS",Hazlehurst,Alcorn,560588
12,0,15,Jeanee Anderson,Sr.,G,5-7,"Greenville, MS",Greenville,Alcorn,560588
32,3,21,Akyriale Ford,Sr.,F,6-2,"Crystal Springs, MS",Crystal Springs,Alcorn,560588
1,0,30,Maya Claytor,Jr.,G,5-6,"Wahiawa, HI",Kahuku High & Intermediate School,Alcorn,560588
25,0,4,Kailyn Watkins,Sr.,G,5-5,"Inglewood, CA",Crenshaw,Alcorn,560588
5,0,32,Milia Gibson,Sr.,F,5-10,"Richmond, CA",Rodriguez,Alcorn,560588
30,30,25,Tyginae Wright,Sr.,F,5-9,"Brooklyn, NY",Paul Robeson,Alcorn,560588
31,26,3,Nia McCalphia,Sr.,G,5-5,"Newton, MS",Newton,Alcorn,560588
7,0,24,Marisa Lee,Sr.,F,6-1,"Marlborough, CT",RHAM,American,560590
30,14,10,Anna LeMaster,Jr.,G,5-9,"Ashburn, VA",Stone Bridge,American,560590
28,0,55,Molly Lavin,So.,F,6-2,"London, United Kingdom",City of London Academy,American,560590
21,1,1,Anna Rescifina,So.,G,5-11,"Sicily, Italy",Liceo Classico Goffredo Mameli,American,560590
26,8,4,Laura Nogues,So.,G,5-7,"Sabadell, Spain",Escola Pia de Sabadell,American,560590
28,17,3,Bailey Garbee,Jr.,G,5-11,"Sewickley, PA",Quaker Valley,American,560590
30,30,44,Emily Johns,Sr.,F,6-1,"Washington Township, NJ",Washington Township,American,560590
28,28,2,Ivy Bales,Sr.,G,5-10,"Gatlinburg, TN",Gatlinburg-Pittman,American,560590
9,0,15,Riley DeRubbo,Sr.,G,5-8,"Washington, PA",Trinity,American,560590
27,22,13,Kayla Henning,Sr.,G,5-7,"Evanston, IL",Evanston Township,American,560590
6,0,22,Grace Koepke,Fr.,F,6-4,"Vernon Hills, IL",Vernon Hills,American,560590
24,0,30,Lexi Salazar,Fr.,G,5-7,"Plainfield, IL",Plainfield North,American,560590
30,30,23,Lauren Stack,Sr.,F,6-2,"St Charles, IL",Benet Academy,American,560590
29,5,5,Chaé Harris,So.,G,5-8,"Snellville, GA",Shiloh,App State,560592
3,0,14,Nadiyah Byard,So.,F,6-0,"Griffin, GA",Griffin,App State,560592
2,0,33,Lexi Grant,So.,G,5-9,"Charleston, SC",First Baptist,App State,560592
32,16,0,Alexis Black,So.,G,5-9,"Washington, DC",Word of Life Christian Academy,App State,560592
27,3,12,Zada Porter,Jr.,G,5-9,"Roanoke, VA",Cave Spring,App State,560592
24,24,10,Emily Carver,Jr.,G,5-10,"Asheville, NC",Enka,App State,560592
32,32,11,Faith Alston,Sr.,G,5-7,"Centerville, VA",Paul VI Catholic,App State,560592
30,26,1,Mariah Frazier,Sr.,G,6-0,"Whitsett, NC",Dudley,App State,560592
24,2,20,MaKenzie Drout,Fr.,G,-,"Kimberly, WI",Kimberly,App State,560592
15,0,24,Lexi Bugajski,Fr.,F,6-0,"New Berlin, WI",New Berlin Eisenhower,App State,560592
18,0,23,Samantha LaFon,Jr.,F,6-0,"Chesapeake, OH",Ironton,App State,560592
21,9,3,Taylor Lewis,Sr.,G,5-10,"Columbia, SC",Spring Valley,App State,560592
32,31,15,Rylan Moffitt,So.,F,6-0,"Bushnell, FL",Wekiva,App State,560592
28,12,4,J'Mani Ingram,Jr.,G,5-7,"North Augusta, SC",North Augusta,App State,560592
1,0,21,Jurnee McLaurin,Sr.,G,5-8,"Soso, MS",West Jones,App State,560592
0,0,2,Tate Chappell,Fr.,G,5-11,"Reidsville, NC",Bishop McGuinness,App State,560592
0,0,0,Jaylah Robinson,So.,G,5-11,"Philadelphia, PA",Mastery Charter School,Arizona St.,560594
11,3,12,Treasure Hunt,Sr.,G,6-2,"Chattanooga, TN",Hamilton Heights Christian Academy,Arizona St.,560594
0,0,3,Tyi Skinner,Sr.,G,5-5,"Washington, DC",TPLS Christian Academy,Arizona St.,560594
6,0,30,Morasha Wiggins,Jr.,G,6-0,"Kalamazoo, MI",Kalamazoo,Arizona St.,560594
31,28,4,Trayanna Crisp,So.,G,5-8,"Goodyear, AZ",Millennium,Arizona St.,560594
31,25,22,Journey Thompson,So.,F,6-3,"Mcmurray, PA",Peters Township,Arizona St.,560594
31,30,2,Jaddan Simmons,Sr.,G,5-9,"Houston, TX","Southwest (Green Bay, Wisc.)",Arizona St.,560594
12,11,11,Maggie Besselink,Sr.,F,6-3,"Kingston, Canada",Holy Cross Secondary School,Arizona St.,560594
27,4,24,Mallory Miller,Fr.,F,6-4,"Aberdeen, SD",Wolsey-Wessington,Arizona St.,560594
20,17,44,Isadora Sousa,Sr.,G,6-0,"Sao Paulo, Brazil",Colegio A-Escopo,Arizona St.,560594
7,0,10,Marina Radocaj,Fr.,F,6-2,"Richmond, Canada",R.A. McMath Secondary School,Arizona St.,560594
25,3,13,Sandra Magolico,Jr.,F,6-2,"Maputo, Mozambique",Escola Secundaria da Polana,Arizona St.,560594
21,0,25,Adison Novosel,Jr.,G,5-11,"Richfield, OH",Revere,Arizona St.,560594
3,0,21,Hanna Miller,So.,F,6-2,"Aberdeen, SD",Aberdeen Christian,Arizona St.,560594
29,27,23,Jalyn Brown,So.,G,6-1,"Baltimore, MD",St. Frances Academy,Arizona St.,560594
0,0,20,Kiley Sours-Miller,Fr.,C,6-4,"Surprise, AZ",Dream City Christian,Arizona St.,560594
31,7,1,Kadidia Toure,So.,F,6-3,"Silver Spring, MD",Our Lady of Good Counsel,Arizona St.,560594
9,7,23,Maya Nnaji,So.,F,6-4,"Hopkins, MN",Hopkins High School,Arizona,560595
23,19,15,Kailyn Gilbert,So.,G,5-8,"Tampa, FL",IMG Academy,Arizona,560595
34,34,13,Helena Pueyo,Sr.,G,6-0,"Palma de Mallorca, Spain",Segle XXI,Arizona,560595
34,28,2,Jada Williams,Fr.,G,5-6,"Kansas City, MO",La Jolla Country Day School,Arizona,560595
13,0,24,Sali Kourouma,Sr.,F,5-11,"Kati, Mali",Life Prep Academy,Arizona,560595
30,0,1,Courtney Blakely,So.,G,5-8,"Gary, IN",Bishop Noll,Arizona,560595
33,32,12,Esmery Martinez,Sr.,F,6-2,"Hato Mayor del Rey, Dominican Republic",Hamilton Heights Christian Academy,Arizona,560595
34,32,25,Breya Cunningham,Fr.,F,6-4,"Chula Vista, CA",La Jolla Country Day School,Arizona,560595
32,3,33,Isis Beh,Sr.,F,6-3,"Murray, UT",Murray HS,Arizona,560595
32,15,4,Skylar Jones,Fr.,G,6-0,"Chicago, IL",Whitney Young,Arizona,560595
2,0,11,Brooklyn Rhodes,Fr.,F,6-0,"Saint Louis, MO",Whitfield School,Arizona,560595
0,0,3,Montaya Dew,Fr.,F,6-2,"Las Vegas, NV",Centennial HS,Arizona,560595
0,0,10,Erin Tack,So.,F,6-1,"Kelso, WA",Kelso Senior High School,Arizona,560595
30,30,15,Annaliese Griffin,Jr.,G,6-1,"Joliet, IL",Aurora Christian,Arkansas St.,560597
1,0,4,Linay Bodden,So.,F,6-2,"Bronx, NY",St. Jean Baptiste,Arkansas St.,560597
0,0,0,Jordan Clark,Jr.,G,5-7,"Ellisville, MS",,Arkansas St.,560597
26,25,23,Izzy Higginbottom,Jr.,G,5-7,"Batesville, AR",Batesville,Arkansas St.,560597
30,14,7,Mailyn Wilkerson,Jr.,G,5-6,"Houston, TX",,Arkansas St.,560597
29,29,24,Lauryn Pendleton,Jr.,G,5-9,"Little Rock, AR",,Arkansas St.,560597
12,0,30,Kiayra Ellis,Jr.,F,6-0,"Shreveport, LA",,Arkansas St.,560597
30,7,25,Kendra Gillispie,Jr.,F,6-2,"Oklahoma City, OK",Harding Charter Prep,Arkansas St.,560597
6,2,1,Bre Sutton,Jr.,G,5-9,"New Orleans, LA",Warren Easton HS,Arkansas St.,560597
29,17,2,Wynter Rogers,Jr.,G,5-11,"Little Rock, AR",Little Rock Christian Academy,Arkansas St.,560597
18,1,14,Emma Imevbore,Sr.,F,6-4,"London, United Kingdom",King Henry,Arkansas St.,560597
16,7,42,Melodie Kapinga,Sr.,C,6-3,"Arlington, TX",MacArthur Irving,Arkansas St.,560597
23,4,3,Crislyn Rose,Fr.,G,5-8,"Sachse, TX",Sachse HS,Arkansas St.,560597
25,14,34,Cheyenne Forney,Sr.,F,6-3,"Riverside, CA",Colony H.S.,Arkansas St.,560597
19,5,20,Karley Johnson,So.,G,5-9,"Oklahoma City, OK",Mustang,Arkansas,560599
1,0,21,Loren Lindsey,So.,G,5-11,"Fayetteville, AR",Fayetteville,Arkansas,560599
24,0,55,Emrie Ellis,Jr.,F,6-3,"Ada, OK",Vanoss,Arkansas,560599
7,0,13,Sasha Goforth,Jr.,G,6-1,"Fayetteville, AR",Fayetteville,Arkansas,560599
33,33,2,Samara Spencer,Jr.,G,5-9,"Fort Lauderdale, FL",St. Thomas Aquinas,Arkansas,560599
30,30,4,Saylor Poffenbarger,So.,G,6-2,"Middletown, MD",Middletown,Arkansas,560599
33,33,30,Maryam Dauda,So.,F,6-4,"Bentonville, AR",Bentonville,Arkansas,560599
29,10,23,Carly Keats,So.,G,5-8,"Choctaw, MS",Neshoba Central,Arkansas,560599
20,19,0,Taliah Scott,Fr.,G,5-9,"Orange Park, FL",St. Johns Country Day School,Arkansas,560599
20,0,10,Cristina Sánchez Cerqueira,Fr.,G,6-1,"Granada, Spain",Segle XXI,Arkansas,560599
33,33,43,Makayla Daniels,Sr.,G,5-8,"Frederick, MD",Frederick,Arkansas,560599
24,2,34,Jenna Lawrence,Fr.,F,6-3,"Farmington, AR",Farmington,Arkansas,560599
3,0,8,Bea Franklin,Sr.,G,5-10,"Seattle, WA",Seattle Prep,Arkansas,560599
0,0,44,Maryn Archer,Fr.,G,5-7,"Derby, KS",Derby,Arkansas,560599
30,30,3,Jayla Brooks,Sr.,G,5-7,"Sachse, TX",Sachse HS,Little Rock,560601
21,19,2,Jaiyah Harris-Smith,Jr.,G,5-6,"Miami, FL",Norland HS,Little Rock,560601
14,7,12,Tia Harvey,Sr.,G,5-9,"Sachse, TX",Sachse HS,Little Rock,560601
30,29,11,Faith Lee,So.,F,5-11,"Monroe, LA",Ouachita Parish HS,Little Rock,560601
19,14,22,Mesi Triplett,Jr.,F,6-3,"Orlando, FL",West Oak Academy,Little Rock,560601
16,7,4,Sha'Nequa Henry,Sr.,G,5-8,"Texarkana, TX",Pleasant Grove HS,Little Rock,560601
7,0,1,Mira Hanna,So.,F,6-0,"Tampa, FL",Berkeley Prep,Little Rock,560601
29,7,10,Lamariyee Williams,Sr.,G,5-8,"Eastpointe, MI",East Lansing HS,Little Rock,560601
4,0,8,Courtney Davis,Jr.,G,5-4,"Warner Robins, GA",Warner Robins HS,Little Rock,560601
25,19,0,Leilani Wimbish-Gay,Jr.,F,5-10,"Victoria, TX",Victoria East HS,Little Rock,560601
23,9,14,Trinity Hudson,Sr.,F,6-4,"Little Rock, AR",eStem HS,Little Rock,560601
10,2,24,Camryn James,Jr.,C,6-3,"Macon, GA",Jones County HS,Little Rock,560601
23,6,5,Jordan Holman,Jr.,F,5-10,"Hugo, OK",Hugo HS,Little Rock,560601
16,1,23,Annemarie Batista,So.,F,6-1,"Tucson, AZ",Queen Creek HS,Little Rock,560601
0,0,25,Emerald Parker,Fr.,C,6-3,"Monroe, LA",Carroll HS,Little Rock,560601
31,10,4,Kaitlyn Duhon,So.,G,5-10,"Houston, TX",Summer Creek,Auburn,560603
32,18,5,Sydney Shaw,So.,G,5-9,"Miami, FL",DME Academy,Auburn,560603
13,0,21,Audia Young,Fr.,G,5-9,"Tallahassee, FL",Florida High,Auburn,560603
22,1,20,Oyindamola Akinbolawa,So.,C,6-5,"Lagos, Nigeria",,Auburn,560603
31,8,12,Mar'shaun Bostic,Jr.,G,5-8,"Saint Louis, MO",Vashon,Auburn,560603
12,0,24,Carsen McFadden,Sr.,G,5-7,"Lucas, TX",Lovejoy,Auburn,560603
30,1,3,McKenna Eddings,Jr.,F,6-0,"Williamsburg, VA",Warhill HS,Auburn,560603
17,0,32,Timya Thurman,Fr.,C,6-5,"Linden, AL",Linden,Auburn,560603
31,19,30,Savannah Scott,Fr.,C,6-4,"Conway, AR",Conway,Auburn,560603
32,32,14,Taylen Collins,Sr.,F,6-1,"Muldrow, OK",Muldrow,Auburn,560603
5,0,15,Kionna Gaines,Jr.,G,5-9,"Columbus, GA",Carver,Auburn,560603
31,30,23,Honesty Scott-Grayson,Sr.,G,5-9,"Brick, NJ",Riverdale Baptist (MD),Auburn,560603
25,2,0,Yakiya Milton,Fr.,F,6-4,"Jacksonville, FL",Mandarin,Auburn,560603
32,15,1,Celia Sumbane,Jr.,F,6-2,"Maputo, Mozambique",,Auburn,560603
29,24,2,JaMya Mingo-Young,Sr.,G,5-8,"Bogalusa, LA",,Auburn,560603
33,33,3,Anala Nelson,So.,G,5-7,"Columbia, SC",Lower Richland High School,Austin Peay,560605
0,0,23,Briah Hampton,So.,F,5-10,"Memphis, TN",Arlington High School,Austin Peay,560605
32,20,21,Shamarre Hale,Sr.,C,6-1,"Chicago, IL",Crete Monee High School,Austin Peay,560605
33,10,5,Abby Cater,Jr.,G,5-7,"Fort Washington, MD",Elizabeth Seton High School,Austin Peay,560605
2,1,0,Kaili Chamberlin,Jr.,G,5-8,"Medford, OR",South Medford High School,Austin Peay,560605
32,7,32,Gabby Smalls,Sr.,F,5-10,"Pemberton, NJ",Life Center Academy,Austin Peay,560605
32,31,25,Tiya Douglas,Sr.,G,5-8,"Fort Smith, AR",Northside High School,Austin Peay,560605
21,14,1,Sandra Lin,Sr.,G,5-4,"Hsinchu, Taiwan",Taipei First Girls School,Austin Peay,560605
32,0,4,Alyssa Hargrove,Jr.,G,5-8,"Huber Heights, OH",Wayne High School,Austin Peay,560605
0,0,22,Jeanine Brandsma,So.,F,6-1,"Eguzon Chantome, France",Ernest Couteaux,Austin Peay,560605
33,33,15,Cur'Tiera Haywood,Sr.,F,5-11,"Yukon, OK",Mustang High School,Austin Peay,560605
0,0,11,JaNiah Newell,Sr.,G,5-5,"Danville, IL",Schlarman Academy,Austin Peay,560605
33,16,10,La'Nya Foster,Fr.,G,5-9,"Riverdale, GA",Lovejoy High School,Austin Peay,560605
34,0,1,Hana Muhl,So.,G,5-8,,,Ball St.,560607
16,0,3,Sydney Bolden,So.,,5-8,"Loganville, GA",Loganville,Ball St.,560607
34,32,20,Alex Richard,So.,F,6-1,"Avon, IN",Avon,Ball St.,560607
34,0,10,Ana Barreto,So.,,5-9,,,Ball St.,560607
33,33,24,Madelyn Bischoff,Jr.,,5-9,"Indianapolis, IN",Roncalli,Ball St.,560607
34,34,14,Marie Kiefer,Jr.,,6-2,"Alexandria, KY",Bishop Brossart,Ball St.,560607
34,34,0,Ally Becki,Jr.,,5-8,"Brownsburg, IN",Brownsburg,Ball St.,560607
10,0,15,Ashlynn Brooke,Fr.,,5-6,"Royal Center, IN",Pioneer,Ball St.,560607
34,34,12,Nyla Hampton,Jr.,G,5-7,"Huber Heights, OH",Wayne,Ball St.,560607
34,1,22,Estel Puiggros,Sr.,G,5-9,"Manresa, Spain",Segle XXI,Ball St.,560607
13,0,30,Hailey Smith,Fr.,,-,"Fishers, IN",Fishers,Ball St.,560607
9,0,31,Olivia Smith,Fr.,,-,"Fishers, IN",Fishers,Ball St.,560607
34,2,42,Annie Rauch,Sr.,F,6-3,"Hilliard, OH",Hilliard Darby,Ball St.,560607
17,0,4,Sydney Shafer,Sr.,,5-8,"Jackson, MI",Northwest,Ball St.,560607
28,1,22,Saniya Jones,So.,F,6-4,"Tucker, GA",Duluth,Charleston So.,560609
29,28,24,Kennedi Jackson,Sr.,F,6-3,"New Orleans, LA",Ursuline Academy,Charleston So.,560609
30,30,1,Catherine Alben,So.,G,5-7,"Snellville, GA",Grayson,Charleston So.,560609
26,4,11,Alba Garcia,So.,G,6-0,"Madrid, Spain",IES Ortega y Gasset,Charleston So.,560609
30,30,20,Madison Adamson,Jr.,F,6-0,"Hoover, AL",Hoover,Charleston So.,560609
30,9,15,Alaina Nettles,Fr.,G,5-7,"Summerville, SC",Cane Bay,Charleston So.,560609
0,0,4,Caelan Ellis,So.,G,5-6,"Powder Springs, GA",McEachern,Charleston So.,560609
29,5,23,Maya Robinson,Fr.,G,5-9,"Raleigh, NC",N.C. Good Better Best Academy,Charleston So.,560609
29,3,12,Keshunti Nichols,Jr.,F,6-0,"Pearl, MS",Pearl,Charleston So.,560609
23,16,21,Shimei Muhammad,Jr.,G,6-1,"Brooklyn, NY",South Shore,Charleston So.,560609
3,0,35,Laura Ortega-Mora,Jr.,G,5-10,"San Fernando, Spain",IES La Bahia,Charleston So.,560609
0,0,0,Mya Dotson,Fr.,G,5-10,"Lewisville, TX",Lewisville,Charleston So.,560609
30,24,10,Jordan Berry,Sr.,G,5-8,"New Orleans, LA",Mount Carmel Academy,Charleston So.,560609
33,32,5,Darianna Littlepage-Buggs,So.,F,6-1,"Oklahoma City, OK",Classen,Baylor,560611
15,1,30,Catarina Ferreira,Sr.,G,6-0,"Sao Paulo, Brazil",Colegio Amorim,Baylor,560611
34,16,22,Bella Fontleroy,So.,F,6-0,"Springfield, MO",Kickapoo,Baylor,560611
34,34,24,Sarah Andrews,Sr.,G,5-6,"Irving, TX",MacArthur,Baylor,560611
4,0,12,Kyla Abraham,So.,F,6-3,"Carrollton, VA",Smithfield,Baylor,560611
32,0,4,Jana Van Gytenbeek,Sr.,G,5-7,"Greenwood Village, CO",Cherry Creek,Baylor,560611
25,0,1,Denae Fritz,So.,G,5-11,"Maryville, TN",Maryville,Baylor,560611
21,0,3,Madison Bartley,Sr.,F,6-3,"Kettering, OH",Kettering Fairmont HS,Baylor,560611
34,25,44,Dre'una Edwards,Sr.,F,6-2,"Compton, CA",Liberty,Baylor,560611
32,27,33,Aijha Blackwell,Sr.,G,6-0,"Berkeley, MO",Cardinal Ritter,Baylor,560611
34,1,2,Yaya Felder,Jr.,G,5-8,"Hartford, CT",Conard,Baylor,560611
17,0,25,Lety Vasconcelos,Fr.,C,6-7,"Miguel Calmon, Brazil",Montverde Academy (Fla.),Baylor,560611
34,34,11,Jada Walker,Jr.,G,5-7,"Richmond, VA",Henrico,Baylor,560611
29,18,10,O'Mariyah Tucker,Sr.,G,5-11,"Ocala, FL",McEachern,Bethune-Cookman,560613
31,24,1,D'Shantae Edwards,So.,G,5-7,"Dallastown, PA",Dallastown Area,Bethune-Cookman,560613
26,22,21,Kerrighan Dunn,Jr.,G,5-9,"Texarkana, TX",Texas,Bethune-Cookman,560613
31,11,2,Kayla White,Jr.,F,5-6,"Cleveland, OH",Brush HS,Bethune-Cookman,560613
24,6,25,Kayla Clark,Jr.,C,6-3,"Miami, FL",Miami Central Senior HS,Bethune-Cookman,560613
0,0,11,Yamani McCullough,So.,G,5-7,"Stratford, CT",Putnam Science Academy,Bethune-Cookman,560613
22,20,3,Karianna Woods,So.,G,5-7,"Ann Arbor, MI",Arbor Prep HS,Bethune-Cookman,560613
26,1,23,Daimoni Dorsey,So.,G,5-7,"Baltimore, MD",St. Frances Academy,Bethune-Cookman,560613
10,0,24,Camerah Langston,So.,F,5-11,"Chicago, IL",Westlake HS,Bethune-Cookman,560613
5,2,20,Nia Jordan,Sr.,G,6-1,"Philadelphia, PA",Neuman & Goretti,Bethune-Cookman,560613
23,20,22,Chanel Wilson,Sr.,G,5-7,"Powder Springs, GA",McEachern,Bethune-Cookman,560613
31,31,12,Chanelle McDonald,Jr.,F,6-2,"Lake Wales, FL",Lake Wales HS,Bethune-Cookman,560613
16,0,4,Chariot Johnson,Fr.,G,5-9,"Sarasota, FL",Booker HS,Bethune-Cookman,560613
9,0,15,Gabriela Stevens,---,,-,"Flint, MI",,Bethune-Cookman,560613
31,29,10,Camryn Fauria,So.,G,6-0,"Foxboro, MA",BISHOP FEEHAN,Binghamton,560615
0,0,22,Ella Okubasu,So.,F,6-2,"Toronto, Canada",CRESTWOOD PREP,Binghamton,560615
15,1,23,Shannon O'Connor,Sr.,G,5-11,"Wrentham, MA",KING PHILLIP REGIONAL,Binghamton,560615
17,0,2,Anna Long,So.,G,5-9,"Miamisburg, OH",Miamisburg,Binghamton,560615
31,6,5,Meghan Casey,So.,G,5-9,"N White Plns, NY",Urusline School,Binghamton,560615
15,0,25,Kaelonn Wilson,So.,F,5-11,"Piscataway, NJ",Piscataway,Binghamton,560615
26,2,21,Elena Delicado,Jr.,F,6-1,"Madrid, Spain",IES Parque de Lisboa,Binghamton,560615
31,31,24,Jadyn Weltz,So.,G,5-7,"Ontario, Canada",O'Gorman,Binghamton,560615
